統計期,統計區,總計,紙類及紙製品,金屬類,塑膠及橡膠製品,玻璃製品,紡織品,家電用品,電池,資訊及通信物品,農藥容器及特殊環境用藥容器,食用油,其他
109年 1月,臺中市,49052,26538,7856,6654,4019,394,455,243,201,11,508,2173
109年 1月,臺南市,50793,25128,10948,5689,5324,554,481,339,215,16,15,2084
109年 1月,高雄市,63973,34169,10032,4835,6135,2817,1872,558,420,18,12,3105
109年 1月,宜蘭縣,9719,4108,2324,1571,790,175,225,54,43,2,41,385
109年 1月,新竹縣,10730,4753,3231,1194,1148,52,125,60,37,2,3,125
109年 1月,苗栗縣,8053,3089,1576,1048,1137,148,246,50,76,3,2,678
109年 1月,彰化縣,23401,11024,3727,4257,2050,498,374,80,103,70,353,865
109年 1月,南投縣,8160,3799,1850,1197,708,48,146,41,24,2,69,274
109年 1月,雲林縣,10382,3818,3302,1051,835,45,550,290,20,17,34,421
109年 1月,嘉義縣,9302,3467,2582,1756,671,326,165,15,23,12,2,283
109年 1月,屏東縣,14401,5576,3691,2237,1282,303,556,256,76,24,3,398
109年 1月,臺東縣,3795,1470,950,966,312,4,36,12,2,5,21,17
109年 1月,花蓮縣,7013,3611,1175,884,758,4,375,27,47,1,45,84
109年 1月,澎湖縣,1820,1055,452,151,52,0,36,3,13,0,12,45
109年 1月,基隆市,9418,5743,1762,881,581,31,183,15,48,0,12,162
109年 1月,新竹市,8928,6180,444,933,438,262,97,92,20,0,0,460
109年 1月,嘉義市,6823,1870,2629,1257,340,83,110,57,109,2,68,299
109年 1月,金門縣,1484,838,198,165,48,3,40,19,10,0,6,156
109年 1月,連江縣,365,76,87,27,8,3,31,3,8,1,2,118
109年 2月,新北市,54450,29007,13579,6466,2708,732,687,109,97,5,2,1059
109年 2月,臺北市,38361,21816,12343,1294,446,119,116,18,64,0,5,2141
109年 2月,桃園市,61412,30982,11173,7120,8395,520,1349,170,791,6,16,891
109年 2月,臺中市,45622,24708,6809,6535,3779,346,405,230,225,8,511,2067
109年 2月,臺南市,41718,20576,8964,4659,4359,454,394,277,176,13,13,1833
109年 2月,高雄市,68299,36970,11891,4921,4927,2945,2482,444,512,12,9,3185
109年 2月,宜蘭縣,8050,3425,1989,1348,656,104,126,47,35,1,37,282
109年 2月,新竹縣,10076,4062,3355,1275,1081,29,100,54,36,3,3,78
109年 2月,苗栗縣,8122,3151,1714,1199,1102,129,368,40,28,3,1,387
109年 2月,彰化縣,26382,11755,3467,6284,1808,414,1261,73,88,259,207,769
109年 2月,南投縣,6866,3306,1412,1149,597,30,105,36,34,2,106,89
109年 2月,雲林縣,9733,3598,3031,968,968,52,458,289,29,19,34,288
109年 2月,嘉義縣,9075,3377,2547,1767,656,241,163,16,33,12,1,261
109年 2月,屏東縣,14594,5498,3724,2555,1329,262,539,255,74,24,3,330
109年 2月,臺東縣,4123,1520,1014,988,410,5,119,11,5,13,20,20
109年 2月,花蓮縣,5723,3016,796,943,698,6,105,49,11,1,41,59
109年 2月,澎湖縣,1854,1015,426,213,98,0,41,2,13,0,8,35
109年 2月,基隆市,8899,5306,1891,860,530,25,155,12,39,0,11,69
109年 2月,新竹市,8776,6302,590,603,488,254,64,37,29,0,10,399
109年 2月,嘉義市,5965,1727,2322,1034,242,87,117,53,138,2,40,203
109年 2月,金門縣,1284,716,185,169,37,2,34,18,9,0,6,108
109年 2月,連江縣,231,55,76,20,6,2,16,4,1,0,2,49
109年 3月,新北市,51735,25895,14023,6395,2811,657,606,85,94,5,5,1159
109年 3月,臺北市,39280,22246,12623,1382,465,88,113,29,64,0,7,2261
109年 3月,桃園市,64664,32134,10958,7205,9547,534,2333,187,843,5,18,900
109年 3月,臺中市,46351,25049,7686,6158,3682,306,440,189,209,25,560,2048
109年 3月,臺南市,47103,23177,10099,5249,4911,512,443,307,198,15,15,2178
109年 3月,高雄市,67175,36103,12033,4545,4598,2960,2973,337,477,12,11,3123
109年 3月,宜蘭縣,8628,3672,2099,1456,753,133,130,45,39,10,4,288
109年 3月,新竹縣,10423,4415,3146,1382,1190,26,99,52,39,2,3,69
109年 3月,苗栗縣,7724,3157,1525,1080,1142,117,252,38,23,2,1,387
109年 3月,彰化縣,24837,9801,3838,7010,1911,339,323,82,86,295,413,738
109年 3月,南投縣,7785,3855,1697,1085,725,39,112,33,22,6,109,102
109年 3月,雲林縣,10138,3713,3416,1032,737,41,569,279,19,16,44,272
109年 3月,嘉義縣,9092,3369,2730,1593,685,317,136,19,10,15,5,214
109年 3月,屏東縣,14245,5398,3689,2337,1357,249,527,260,79,24,3,320
109年 3月,臺東縣,4285,1679,1121,991,377,5,43,12,8,12,24,12
109年 3月,花蓮縣,6665,3051,906,1249,1159,3,92,21,11,2,110,60
109年 3月,澎湖縣,1780,989,389,213,86,0,33,3,13,0,14,39
109年 3月,基隆市,9099,5243,2028,916,573,34,151,17,37,0,8,92
109年 3月,新竹市,8754,5919,717,653,502,404,70,76,34,0,11,366
109年 3月,嘉義市,5742,1691,2181,1011,231,89,99,55,93,4,39,248
109年 3月,金門縣,1320,702,181,153,68,2,24,20,8,0,5,156
109年 3月,連江縣,282,63,117,19,6,2,18,4,1,0,3,48
109年 4月,新北市,51217,25628,13684,6564,2833,648,650,95,97,5,2,1010
109年 4月,臺北市,40971,23389,13258,1397,399,97,121,18,59,0,5,2227
109年 4月,桃園市,64587,31963,11128,7100,9701,537,2129,222,823,7,14,965
109年 4月,臺中市,46332,24876,7767,6487,3617,319,471,171,155,9,483,1978
109年 4月,臺南市,46130,23065,10051,5223,4888,510,441,304,197,15,15,1422
109年 4月,高雄市,66381,36100,10925,4596,4932,2954,2876,323,477,11,8,3180
109年 4月,宜蘭縣,8038,3431,1910,1421,712,124,114,44,35,0,1,246
109年 4月,新竹縣,10177,4365,3140,1173,1212,24,105,47,42,2,3,63
109年 4月,苗栗縣,7053,3025,1369,926,1031,110,207,32,27,2,1,323
109年 4月,彰化縣,22927,9549,3555,4901,1927,342,1086,77,100,295,286,809
109年 4月,南投縣,6922,3324,1500,1170,601,49,65,30,17,6,61,99
109年 4月,雲林縣,10187,3533,3485,993,980,28,521,280,24,17,29,298
109年 4月,嘉義縣,9304,3412,2758,1708,673,319,147,16,10,19,1,242
109年 4月,屏東縣,14050,5449,3632,2247,1302,238,516,253,73,24,8,309
109年 4月,臺東縣,4127,1647,1103,980,299,5,29,13,3,16,16,16
109年 4月,花蓮縣,6701,3180,785,1121,1111,4,334,38,31,2,32,64
109年 4月,澎湖縣,1649,995,365,116,83,0,29,6,12,0,13,30
109年 4月,基隆市,8948,5449,2046,831,349,30,156,14,39,0,9,24
109年 4月,新竹市,8743,6178,655,637,461,241,66,105,32,0,10,357
109年 4月,嘉義市,6065,1783,2371,1064,246,65,103,59,98,5,42,229
109年 4月,金門縣,1238,693,164,125,60,1,26,19,7,0,7,136
109年 4月,連江縣,238,64,70,24,7,2,18,2,2,0,2,47
109年 5月,新北市,50897,25447,13402,6819,2625,614,580,87,91,6,2,1224
109年 5月,臺北市,43813,25052,14186,1436,355,118,134,19,69,0,6,2437
109年 5月,桃園市,65050,32558,10816,7069,9624,548,2187,232,823,7,11,1173
109年 5月,臺中市,46500,25566,7941,6145,3327,264,513,179,203,17,531,1814
109年 5月,臺南市,46139,23083,10060,5229,4892,510,441,285,197,15,16,1411
109年 5月,高雄市,65311,35622,10833,4637,4478,2820,2994,341,471,14,13,3088
109年 5月,宜蘭縣,8921,3730,2248,1498,732,138,123,67,37,2,1,346
109年 5月,新竹縣,11016,4768,3271,1522,1125,28,101,97,31,2,1,71
109年 5月,苗栗縣,11496,3532,3835,2049,1002,110,543,41,57,2,1,325
109年 5月,彰化縣,24480,9562,3878,6374,1849,363,1006,73,92,187,272,824
109年 5月,南投縣,6867,3323,1521,917,651,35,144,39,20,4,89,124
109年 5月,雲林縣,10420,3765,3331,1066,967,30,558,254,113,14,32,290
109年 5月,嘉義縣,9367,3517,2712,1699,637,326,155,10,17,18,2,274
109年 5月,屏東縣,15196,5444,3808,3003,1366,241,503,259,71,25,2,476
109年 5月,臺東縣,4400,1428,1130,1192,555,4,25,15,4,21,20,7
109年 5月,花蓮縣,6865,3363,713,1239,894,4,427,44,29,0,91,61
109年 5月,澎湖縣,1723,1030,406,122,74,0,32,3,12,0,9,34
109年 5月,基隆市,9037,5458,1972,774,561,32,153,14,38,0,8,28
109年 5月,新竹市,8780,6291,582,622,512,217,72,98,32,0,9,346
109年 5月,嘉義市,6215,1821,2425,1078,240,67,105,62,99,5,43,271
109年 5月,金門縣,1393,762,202,184,77,0,23,18,8,0,6,115
109年 5月,連江縣,239,68,48,30,10,2,17,4,1,0,2,56
109年 6月,新北市,51288,25999,13715,6428,2656,538,582,82,94,5,1,1187
109年 6月,臺北市,46645,26644,15134,1501,433,79,134,27,72,1,7,2614
109年 6月,桃園市,64375,32362,10637,7036,9694,504,2156,241,773,6,15,951
109年 6月,臺中市,46803,25318,8177,6307,3286,271,523,196,183,16,499,2026
109年 6月,臺南市,45780,22903,9982,5188,4856,507,438,280,195,15,16,1400
109年 6月,高雄市,68240,37785,11282,4600,4364,2808,3266,356,521,12,12,3233
109年 6月,宜蘭縣,9053,3814,2209,1542,814,103,131,45,39,2,42,312
109年 6月,新竹縣,11411,4934,3543,1405,1150,19,127,78,39,2,2,112
109年 6月,苗栗縣,7429,3060,1529,1011,1071,104,230,43,26,3,1,352
109年 6月,彰化縣,25326,9657,3869,7024,1912,359,1185,71,97,60,318,776
109年 6月,南投縣,6950,3256,1638,979,624,46,192,33,46,3,60,75
109年 6月,雲林縣,10343,3738,3386,1015,859,33,551,275,157,15,34,281
109年 6月,嘉義縣,9354,3512,2663,1682,690,321,151,20,16,14,3,282
109年 6月,屏東縣,15030,5429,3802,2874,1374,239,522,261,71,24,3,432
109年 6月,臺東縣,4432,1453,1120,1111,652,3,26,14,5,18,23,8
109年 6月,花蓮縣,6639,3057,714,1064,1145,4,373,49,17,2,86,129
109年 6月,澎湖縣,1840,1057,435,135,108,0,38,4,11,0,12,39
109年 6月,基隆市,9257,5515,2030,802,643,35,157,14,38,0,6,17
109年 6月,新竹市,8890,6352,599,669,455,188,76,86,32,1,0,431
109年 6月,嘉義市,6203,1845,2419,1086,253,66,105,60,99,5,39,227
109年 6月,金門縣,1393,776,200,213,58,0,22,20,7,0,7,88
109年 6月,連江縣,216,71,31,26,11,3,15,3,2,0,2,50
109年 7月,新北市,112349,55491,37379,12123,2760,517,1634,442,635,30,1,1336
109年 7月,臺北市,47290,27146,15198,1498,355,73,186,19,94,0,7,2713
109年 7月,桃園市,65084,32555,10327,7029,10369,494,2345,236,843,8,16,861
109年 7月,臺中市,48276,25284,8313,6979,3445,269,526,277,189,9,569,2415
109年 7月,臺南市,46185,22996,10026,5211,4877,511,440,255,197,15,16,1640
109年 7月,高雄市,63792,34558,10859,4551,4567,2692,2774,351,540,14,5,2881
109年 7月,宜蘭縣,9307,3955,2128,1644,803,96,123,91,17,1,75,374
109年 7月,新竹縣,11622,5145,3322,1439,1296,25,130,126,40,1,2,97
109年 7月,苗栗縣,7562,3191,1563,992,1026,120,229,42,23,4,2,371
109年 7月,彰化縣,26181,9769,4081,7160,1918,358,1352,75,96,64,387,922
109年 7月,南投縣,8022,3479,1880,1518,708,22,169,36,34,14,69,92
109年 7月,雲林縣,10840,3979,3389,1125,1023,34,473,287,153,17,39,322
109年 7月,嘉義縣,9638,3490,2855,1697,743,357,151,28,13,10,1,293
109年 7月,屏東縣,14949,5532,3852,2649,1450,232,527,263,71,25,4,345
109年 7月,臺東縣,5045,1789,1262,1328,568,3,25,13,5,14,30,8
109年 7月,花蓮縣,6817,3303,767,1237,783,5,468,38,20,2,119,76
109年 7月,澎湖縣,2002,1106,441,191,162,0,36,5,12,0,13,34
109年 7月,基隆市,9279,5486,2016,815,684,34,154,14,37,0,11,27
109年 7月,新竹市,9660,6839,617,764,518,244,94,98,54,0,10,422
109年 7月,嘉義市,6009,1772,2356,1047,240,67,99,57,93,5,40,232
109年 7月,金門縣,1490,813,205,228,66,0,26,21,7,0,6,119
109年 7月,連江縣,250,79,48,28,12,2,20,7,4,1,2,48
109年 8月,新北市,51886,26282,12902,7312,2725,554,768,92,112,0,4,1134
109年 8月,臺北市,43634,24997,14001,1391,369,108,158,35,85,0,5,2487
109年 8月,桃園市,61223,31628,9888,7052,7906,444,2145,249,802,8,12,1090
109年 8月,臺中市,50060,27218,9107,6396,3333,255,538,244,200,10,523,2235
109年 8月,臺南市,45806,22869,9971,5182,4850,508,438,239,196,15,16,1522
109年 8月,高雄市,62062,33950,10214,4506,4284,2785,2656,365,624,11,5,2662
109年 8月,宜蘭縣,9313,3955,2268,1625,784,109,127,42,40,11,4,346
109年 8月,新竹縣,11622,4813,3601,1577,1165,24,132,141,45,1,2,120
109年 8月,苗栗縣,14041,6807,3138,1813,1076,120,671,38,53,3,2,320
109年 8月,彰化縣,27680,9743,4058,9102,1841,357,1143,75,94,62,318,888
109年 8月,南投縣,12486,6212,3145,1933,840,21,105,37,18,14,25,136
109年 8月,雲林縣,10828,3862,3515,1085,939,32,557,273,148,16,44,357
109年 8月,嘉義縣,9535,3441,2819,1699,583,495,163,17,16,17,5,280
109年 8月,屏東縣,15435,5506,4245,2710,1438,241,546,302,76,26,3,341
109年 8月,臺東縣,4982,1740,1247,1429,487,3,24,13,3,8,24,5
109年 8月,花蓮縣,6859,3505,758,1180,754,3,483,13,9,2,93,59
109年 8月,澎湖縣,1949,1099,444,164,130,0,38,2,12,0,18,41
109年 8月,基隆市,9300,5556,2015,815,645,25,154,14,38,0,8,33
109年 8月,新竹市,9713,6985,640,665,490,212,70,78,36,0,12,525
109年 8月,嘉義市,5959,1731,2260,1025,291,61,97,56,93,5,40,300
109年 8月,金門縣,1376,780,210,192,43,0,22,20,6,0,6,97
109年 8月,連江縣,272,86,54,34,14,2,21,6,2,1,2,49
109年 9月,新北市,54365,26251,15291,7125,2689,489,891,92,112,0,1,1424
109年 9月,臺北市,39490,22609,12597,1324,386,93,147,18,70,0,8,2238
109年 9月,桃園市,56585,29547,8729,6447,7197,413,2189,255,761,7,8,1034
109年 9月,臺中市,48935,26682,8990,6286,3209,240,536,267,183,8,531,2005
109年 9月,臺南市,44837,22329,9735,5071,4735,496,427,223,191,15,16,1599
109年 9月,高雄市,60685,33020,10263,4471,3965,2782,2496,342,611,15,7,2713
109年 9月,宜蘭縣,8633,3694,1955,1529,864,105,119,50,41,4,5,267
109年 9月,新竹縣,12078,4927,3857,1544,1180,19,147,169,37,1,2,194
109年 9月,苗栗縣,8501,3553,1934,1155,1029,119,300,46,31,4,2,330
109年 9月,彰化縣,27806,9767,4305,8248,1896,354,1498,76,102,280,371,910
109年 9月,南投縣,14527,6315,3896,2123,1040,23,242,74,43,13,83,676
109年 9月,雲林縣,10880,3796,3609,1143,938,22,518,277,135,17,48,377
109年 9月,嘉義縣,9537,3535,2576,1663,750,500,172,25,19,18,3,276
109年 9月,屏東縣,15012,5593,3892,2559,1476,246,505,282,76,29,4,350
109年 9月,臺東縣,4497,1428,1234,1158,594,2,28,7,3,9,21,13
109年 9月,花蓮縣,7159,3187,1484,1260,804,3,228,26,21,1,95,49
109年 9月,澎湖縣,1950,1076,441,165,159,0,35,3,12,0,16,42
109年 9月,基隆市,9283,5386,2023,970,638,13,152,14,37,0,9,40
109年 9月,新竹市,9777,6740,746,649,688,270,83,116,41,0,11,433
109年 9月,嘉義市,5674,1547,2375,890,267,61,98,49,92,5,42,247
109年 9月,金門縣,1446,791,213,215,42,0,25,22,7,0,5,127
109年 9月,連江縣,258,93,41,31,13,2,19,3,3,1,3,52
109年 10月,新北市,95309,50177,27005,11655,2806,661,882,89,106,1,6,1921
109年 10月,臺北市,37297,22038,11767,1092,327,85,148,21,78,0,4,1739
109年 10月,桃園市,55765,29132,8554,6198,6924,431,2371,213,726,5,13,1198
109年 10月,臺中市,47327,26441,8170,6093,3280,261,451,169,178,10,411,1861
109年 10月,臺南市,44621,22284,9715,5062,4726,495,427,209,191,15,16,1480
109年 10月,高雄市,59490,32230,9969,4385,4492,2737,2173,336,572,13,4,2581
109年 10月,宜蘭縣,8920,3899,2130,1339,827,118,138,45,46,2,44,332
109年 10月,新竹縣,11605,5195,3132,1552,1233,27,125,138,34,1,1,166
109年 10月,苗栗縣,10146,4352,1600,1860,1569,126,226,71,20,6,1,316
109年 10月,彰化縣,27949,9892,4835,8069,1862,343,1288,76,95,288,263,938
109年 10月,南投縣,10804,4669,2983,1864,933,32,87,43,27,14,85,68
109年 10月,雲林縣,10822,3778,3617,1107,856,22,525,274,136,83,39,386
109年 10月,嘉義縣,9453,3486,2506,1770,812,370,165,25,15,16,5,283
109年 10月,屏東縣,15265,5805,3878,2567,1543,215,514,290,80,31,4,339
109年 10月,臺東縣,4947,1638,1332,1331,567,0,25,5,2,8,25,15
109年 10月,花蓮縣,6014,3284,786,1200,478,4,56,47,12,1,91,56
109年 10月,澎湖縣,1852,1050,444,146,112,0,31,4,13,0,14,38
109年 10月,基隆市,9037,5375,1997,790,590,30,160,15,42,0,7,30
109年 10月,新竹市,9641,6924,705,684,475,234,71,109,39,0,11,389
109年 10月,嘉義市,5869,1577,2423,908,278,64,99,50,93,5,43,330
109年 10月,金門縣,1370,784,201,176,44,0,27,22,8,0,6,102
109年 10月,連江縣,312,85,91,30,16,2,21,4,3,1,2,56
109年 11月,新北市,55008,27054,14983,7100,2663,898,874,93,162,0,7,1174
109年 11月,臺北市,35846,21256,11398,970,342,91,130,19,69,0,6,1563
109年 11月,桃園市,57192,29942,9215,6178,7145,433,2259,202,784,6,15,1014
109年 11月,臺中市,54331,30616,8991,7146,3592,297,516,299,240,41,485,2109
109年 11月,臺南市,44564,22105,9638,5021,4689,492,423,202,190,14,16,1774
109年 11月,高雄市,58412,32123,9650,4292,4067,2644,2189,312,564,15,5,2551
109年 11月,宜蘭縣,8931,3730,2142,1550,834,118,128,41,44,0,40,305
109年 11月,新竹縣,10501,4587,3103,1315,1059,21,111,45,30,1,2,227
109年 11月,苗栗縣,12252,4722,2695,2365,1147,158,668,83,55,4,1,354
109年 11月,彰化縣,28759,9453,4295,10165,1866,357,1393,74,96,327,3,731
109年 11月,南投縣,11041,4284,3251,1888,1038,23,241,57,47,25,110,78
109年 11月,雲林縣,10629,3863,3617,1042,824,23,412,274,134,21,40,379
109年 11月,嘉義縣,9235,3295,2689,1653,716,405,165,20,21,18,5,248
109年 11月,屏東縣,15314,5665,4003,2525,1602,214,539,297,86,29,3,352
109年 11月,臺東縣,5659,1502,1529,1726,773,0,33,15,3,8,28,41
109年 11月,花蓮縣,7186,3220,1129,1303,972,3,330,51,28,5,91,53
109年 11月,澎湖縣,1834,1031,475,137,89,0,31,1,15,0,11,44
109年 11月,基隆市,9293,5409,2071,854,674,19,164,14,45,0,7,36
109年 11月,新竹市,9748,7030,718,630,467,242,68,99,38,0,13,442
109年 11月,嘉義市,5752,1647,2258,904,262,56,97,56,73,4,40,355
109年 11月,金門縣,1304,785,183,131,76,0,30,18,6,0,6,70
109年 11月,連江縣,251,85,37,33,13,3,16,6,2,0,2,54
109年 12月,新北市,190766,111268,47682,19987,3825,1050,3763,497,322,0,6,2365
109年 12月,臺北市,39837,23510,12577,1065,378,96,164,16,73,0,5,1953
109年 12月,桃園市,56130,29520,9373,6050,6567,441,2316,186,835,6,15,822
109年 12月,臺中市,48936,27515,8577,6910,3195,284,476,163,206,7,10,1594
109年 12月,臺南市,45464,22579,9843,5128,4791,503,432,200,194,15,16,1761
109年 12月,高雄市,57622,31418,9682,4250,3976,2772,2085,305,568,12,8,2545
109年 12月,宜蘭縣,9073,3852,2195,1527,816,120,128,56,45,0,34,299
109年 12月,新竹縣,15023,7701,4082,1417,1171,31,111,248,44,1,3,213
109年 12月,苗栗縣,11832,5127,2494,1922,1205,151,421,57,61,5,1,389
109年 12月,彰化縣,22610,9940,4043,4558,1889,359,649,84,98,132,105,754
109年 12月,南投縣,7982,3624,1812,1415,792,24,80,36,29,14,3,153
109年 12月,雲林縣,11589,4013,4030,1098,991,31,514,310,134,18,46,404
109年 12月,嘉義縣,9605,3311,2481,2106,774,384,163,24,22,13,3,324
109年 12月,屏東縣,15307,5686,3954,2504,1680,206,526,283,81,32,4,351
109年 12月,臺東縣,5267,1610,1148,1400,1025,0,39,7,4,10,0,24
109年 12月,花蓮縣,6702,3521,1231,1170,499,4,89,19,15,1,90,62
109年 12月,澎湖縣,1915,1061,509,148,89,0,30,5,14,0,11,48
109年 12月,基隆市,9169,5526,2024,801,543,16,165,14,44,0,8,27
109年 12月,新竹市,9803,7161,923,539,438,83,63,116,32,0,11,435
109年 12月,嘉義市,5815,1679,2282,948,273,61,99,56,71,4,40,302
109年 12月,金門縣,1480,791,229,186,112,0,42,12,12,0,5,91
109年 12月,連江縣,242,89,38,27,9,2,25,4,2,0,2,43
110年 1月,新北市,55759,27624,15466,6562,2849,607,982,101,124,1,6,1437
110年 1月,臺北市,41421,23815,13173,1233,382,123,157,50,80,0,6,2401
110年 1月,桃園市,62421,31759,10727,6499,8474,515,2130,234,809,6,13,1254
110年 1月,臺中市,51307,28743,8436,6714,3865,321,477,171,211,39,505,1825
110年 1月,臺南市,50219,24903,10858,5657,5285,555,477,214,214,16,18,2021
110年 1月,高雄市,65767,35557,11241,4622,4921,3027,2602,356,568,13,6,2853
110年 1月,宜蘭縣,9796,4208,2288,1557,893,136,168,45,50,0,39,412
110年 1月,新竹縣,13691,5929,4431,1471,1286,38,143,134,45,1,3,211
110年 1月,苗栗縣,9100,3598,2167,1162,1206,143,281,50,25,4,1,464
110年 1月,彰化縣,21274,10225,3603,3589,1916,482,334,70,106,159,17,774
110年 1月,南投縣,7474,3393,1736,1183,746,30,107,36,15,16,3,209
110年 1月,雲林縣,11271,3903,4018,1181,921,37,506,290,20,17,33,346
110年 1月,嘉義縣,9596,3590,2484,1742,751,436,190,26,20,17,4,337
110年 1月,屏東縣,15667,5803,3939,2497,1760,217,538,288,83,32,5,504
110年 1月,臺東縣,4906,1588,1465,1342,394,0,29,4,3,12,52,16
110年 1月,花蓮縣,7100,3625,982,1276,812,4,176,49,28,2,90,56
110年 1月,澎湖縣,2061,1116,570,123,76,1,43,1,15,0,11,104
110年 1月,基隆市,9274,5587,2091,787,505,40,164,20,40,0,16,25
110年 1月,新竹市,9934,6256,1165,738,524,506,70,135,47,0,9,484
110年 1月,嘉義市,5942,1866,2263,911,278,63,98,56,69,4,40,296
110年 1月,金門縣,1282,771,186,119,44,0,23,17,9,0,4,108
110年 1月,連江縣,294,106,40,31,10,3,32,2,2,0,2,66
110年 2月,新北市,57138,28592,14952,7483,2926,662,921,82,126,1,5,1389
110年 2月,臺北市,44025,25474,13941,1316,352,114,147,76,81,0,6,2517
110年 2月,桃園市,62399,32371,10553,6723,6520,504,2613,261,711,6,11,2124
110年 2月,臺中市,53185,28619,9896,7031,4145,385,554,161,218,48,523,1606
110年 2月,臺南市,42836,21314,9294,4842,4524,475,408,179,183,14,15,1586
110年 2月,高雄市,65153,35336,10672,4497,5197,2985,2651,336,576,12,7,2883
110年 2月,宜蘭縣,10446,4358,2708,1626,880,134,178,52,65,0,22,423
110年 2月,新竹縣,13675,6149,4105,1438,1362,48,168,106,51,2,5,241
110年 2月,苗栗縣,8457,3594,1636,1070,1209,156,339,55,40,5,1,352
110年 2月,彰化縣,24585,10733,5416,4102,2173,423,372,73,124,120,214,838
110年 2月,南投縣,7639,3513,1428,1480,696,24,108,34,18,18,5,317
110年 2月,雲林縣,11650,3998,4094,1283,1040,39,462,278,21,15,36,384
110年 2月,嘉義縣,9743,3715,2634,1730,649,403,200,27,18,14,1,353
110年 2月,屏東縣,15730,5937,3936,2528,1748,249,568,280,84,32,4,365
110年 2月,臺東縣,4979,1944,1278,1113,422,0,112,3,5,13,25,64
